itemid,item_count,avg_interaction_time,time_on_platform
207420,0.0,0.2873835,3.510708e-05
299677,0.010416666,0.48471344,0.020735024
40870,0.010416666,0.39608765,0.048315518
287840,0.0,0.73026437,1.0597903e-06
84475,0.0,0.14462267,0.044570755
399192,0.0,0.5985152,0.00017995427
237422,0.0,0.14242484,4.9796495e-06
215795,0.0,0.67162216,0.00013662865
101356,0.0,0.1876547,0.13080384
64521,0.0,0.17851315,4.6059977e-05
256873,0.0,0.49451128,0.0076894322
76426,0.0,0.5209733,0.015936775
295098,0.0,0.6150703,2.42501e-05
320494,0.010416666,0.59992266,0.18912973
266474,0.0,0.31018823,2.3949888e-06
444888,0.010416666,0.6761489,0.6079873
51234,0.010416666,0.48120207,0.012447829
57209,0.0,0.060903322,0.05376529
445105,0.0,0.11532652,0.00011882071
119736,0.25,0.12930843,0.23182243
416017,0.0,0.64989144,4.698059e-05
263692,0.052083336,0.20184705,0.45209345
409804,0.0,0.527683,9.2257704e-07
357949,0.020833334,0.87649125,0.12415378
441645,0.0,0.22187082,5.145519e-05
454806,0.0,0.9145828,9.768199e-07
451281,0.0,0.28991216,0.11518164
18303,0.0,0.105582334,0.011879925
81252,0.0,0.079223774,0.031824593
317243,0.0,0.7156637,3.7433017e-06
117730,0.0,0.2590702,9.151052e-05
10220,0.0,0.23891602,1.33243275e-05
189926,0.0,0.04548521,8.073035e-05
61345,0.041666664,0.20056278,0.33422428
129457,0.041666664,0.20056278,0.33422428
275490,0.010416666,0.38140184,0.01566626
369447,0.22916667,0.07723739,0.122316994
75191,0.010416666,0.37031245,0.07869379
60433,0.0,0.9699941,0.01415111
408737,0.0,0.8585237,3.115225e-06
219674,0.0,0.7866855,0.015279499
7943,0.020833334,0.4000132,0.3035245
338794,0.0,0.69486004,0.0002238967
138189,0.0,0.23339248,0.00044805667
36764,0.0,0.22342288,0.00020003077
40870,0.0,0.42450124,3.1869367e-05
187542,0.0,0.5932464,2.2442146e-06
118551,0.010416666,0.4379058,0.22658153
290361,0.0,0.3517691,2.2987968e-05
312728,0.083333336,0.41972142,0.44763464
387373,0.0625,0.11501535,0.054358464
222580,0.0,0.42248797,0.0035545928
77267,0.0,0.2545988,0.19324076
312717,0.0,0.38194674,5.9619115e-06
337195,0.0,0.6738962,0.012653434
373346,0.0,0.91953623,0.012197412
189961,0.0,0.29246742,0.007546553
168611,0.0,0.35992298,0.00043224313
315543,0.010416666,0.17412634,0.012865411
48213,0.0,0.3007617,2.5463161e-05
315140,0.0,0.51966697,0.0008928465
187374,0.0,0.27765948,0.0078020506
391049,0.0,0.67166126,2.8945866e-05
122021,0.03125,0.4635015,0.06540455
61512,0.0,0.45407015,1.8271325e-07
193828,0.0,0.3009496,0.069745526
290813,0.13541667,0.3824014,0.841549
240641,0.0,0.06322842,1.986828e-06
51354,0.0,0.34629676,0.00031528957
271515,0.0,0.21599068,0.028935235
194831,0.010416666,0.107171,0.018646518
360609,0.0,0.7892932,0.34454504
214003,0.0,0.53959405,0.00043141845
309005,0.0,0.26522657,0.0018864027
25845,0.0,0.09940937,0.0017630374
30841,0.020833334,0.83217514,0.033073224
362191,0.020833334,0.83217514,0.033073224
333600,0.0,0.25308594,0.031457055
376933,0.010416666,0.2311828,7.56092e-06
256721,0.0,0.03147475,0.0040649106
135446,0.041666664,0.54244906,0.45588857
139332,0.0,0.32267395,3.6100588e-05
12953,0.0,0.6361148,0.00047834782
141009,0.0,0.10003371,1.2051669e-05
35158,0.0,0.5698666,0.00054159795
5940,0.78125006,0.65354604,0.65707
324079,0.78125006,0.65354604,0.65707
439963,0.78125006,0.65354604,0.65707
177397,0.0,0.3093774,3.615376e-05
23762,0.0,0.37697497,0.023317507
217840,0.0,0.0,8.3044415e-06
291152,0.12500001,0.40649778,0.32342046
133970,0.0,0.4105673,0.0020049117
156593,0.0,0.6749318,7.7510384e-07
211592,0.0,0.77409846,3.154034e-06
60980,0.020833334,0.401543,0.0319462
96460,0.0,0.7405171,0.0003445993
88129,0.010416666,0.531432,0.069677606
358819,0.020833334,0.58315605,0.19910291
224231,0.0,0.909621,0.0061526014
44826,0.0,0.81997776,0.0075703007
262063,0.020833334,0.69564885,0.00015474635
336903,0.010416666,0.78915304,0.0029918149
71754,0.0,0.16429995,0.046213944
279457,0.0,0.3536296,0.0001666178
239058,0.0,0.5059627,0.0022537764
311432,0.0,0.64826286,0.03923859
290742,0.010416666,0.34563038,0.081313215
328066,0.0,0.3253615,3.1638474e-06
179807,0.010416666,0.890023,0.06029531
368403,0.010416666,0.9743715,0.03860761
219186,0.0,0.8700379,0.053549547
41418,0.010416666,0.53015953,0.011945145
215211,0.010416666,0.48788258,0.17876036
411482,0.0,0.3504671,0.011616799
106454,0.0,0.9024111,1.5765709e-05
202492,0.0,0.87408817,0.0066160234
268243,0.0,0.85370153,0.011383174
390826,0.010416666,0.46353373,0.21571407
163309,0.010416666,0.58539796,0.19263463
431036,0.020833334,0.43539643,0.0011890752
157592,0.0,0.11213984,0.060957637
380944,0.0,0.5057319,0.00022746103
51868,0.0,0.38890678,6.124284e-06
404763,0.0,0.20042373,6.110527e-05
159095,0.0,0.12370034,3.1452014e-06
330108,0.0,0.3667204,1.391315e-05
244494,0.30208334,0.82979167,0.1391347
255344,0.0,0.24673927,1.1427607e-05
96489,0.0,0.0254515,0.029771
295613,0.0,0.0015499174,4.157975e-06
323175,0.0,0.8553686,6.8481786e-05
39601,0.0,0.6962423,5.77224e-07
427431,0.0,0.5801849,7.852771e-05
113985,0.0,0.91278464,9.096497e-06
218487,0.0,0.65885085,0.012503544
90772,0.0,0.25694844,3.9829347e-06
391889,0.0,0.90451086,2.8662875e-05
33087,0.010416666,0.9776673,0.007392892
25178,0.0,0.46007556,1.4981416e-05
444365,0.0,0.27289075,0.0002998742
96924,0.0,0.35671303,0.010674541
271268,0.0,0.43008003,0.019319365
170231,0.0,0.1141844,1.076304e-05
302478,0.0,0.2799192,9.5819625e-05
407489,0.15625001,0.4985536,0.25531653
202409,0.0,0.4246532,1.5937003e-05
425186,0.0,0.1758287,0.22612928
179601,0.0,0.10365589,0.055519704
137751,0.0,0.969393,9.139213e-05
189159,0.020833334,0.17707795,0.038126267
375118,0.0,0.9780891,0.00010867637
188698,0.020833334,0.41684544,0.27767906
208000,0.020833334,0.41684544,0.27767906
77267,0.010416666,0.2251399,0.107438
13556,0.020833334,0.4935304,0.008206861
293359,0.020833334,0.4935304,0.008206861
153778,0.0,0.8989102,2.0130932e-05
165030,0.020833334,0.32305428,0.43115124
250752,0.0,0.92659664,1.806836e-05
144704,0.0,0.8097607,1.472269e-05
375058,0.010416666,0.43025827,0.27788997
129794,0.0,0.61309284,8.313693e-05
267347,0.0,0.30402493,0.000106828455
546,0.0,0.743514,0.00084783154
25549,0.0,0.57979727,0.1233773
462808,0.0,0.19877115,0.006275727
28284,0.010416666,0.6542562,0.05506205
148360,0.0,0.16640578,0.00027157753
187374,0.010416666,0.042380337,0.00028675434
228217,0.0,0.27899987,1.4063924e-06
20388,0.052083336,0.30278242,0.48867866
221329,0.010416666,0.19601539,0.17010573
404121,0.0,0.4932868,3.953583e-06
218746,0.0,0.95626086,0.00036554952
222888,0.010416666,0.89893556,0.11242839
250,0.0,0.6316662,0.053250484
270865,0.010416666,0.1651054,0.030886376
386112,0.020833334,0.67574835,0.16738592
185677,0.0,0.93717134,0.0035792813
432075,0.0,0.2779706,2.2560536e-05
98425,0.010416666,0.83628803,0.01681916
360487,0.010416666,0.35725877,0.004104956
396064,0.03125,0.29425094,0.046019215
98899,0.0625,0.45110676,0.58656806
212917,0.0,0.7519819,1.5867505e-05
358234,0.0,0.7329676,9.13923e-06
381958,0.0,0.01579174,0.0045869737
163991,0.0,0.15597282,0.009884453
292240,0.0,0.8680316,2.2568831e-06
76941,0.46875,0.40670347,0.123279
390645,0.46875,0.40670347,0.123279
233920,0.010416666,0.23059388,0.42246145
150547,0.0,0.70283943,0.16843879
269811,0.020833334,0.6712243,0.046083227
377396,0.010416666,0.13125314,0.21855529
462188,0.010416666,0.26077297,0.24673301
115107,0.0,0.49701202,1.37345405e-05
122219,0.0,0.1498651,0.07759393
358348,0.0,0.4214188,0.0054790787
20208,0.0,0.4929606,1.1166117e-05
174724,0.0625,0.49235612,0.04724772
219961,0.0,0.20954463,0.16915382
410122,0.0,0.013007383,1.7495686e-05
449489,0.0,0.4982383,0.0008907352
254418,0.010416666,0.007883349,7.451016e-05
160272,0.0,0.096704304,1.094406e-06
138196,0.0,0.13739644,5.4565153e-05
405928,0.0,0.72376204,3.92548e-08
325310,0.0,0.44709897,1.5516351e-06
353166,0.020833334,0.6748492,0.007548471
210401,0.010416666,0.5672796,0.011150209
283776,0.19791667,0.5762806,0.099792674
268336,0.0,0.65200603,0.016457519
236751,0.0,0.012730433,9.32248e-06
219583,0.083333336,0.5878865,1.0
146100,0.0,0.4209251,9.8807e-06
20513,0.0,0.60974187,6.484268e-06
95981,0.0,0.9127009,0.0014558902
251415,0.0,0.5994599,0.0005370263
86903,0.0,0.31669778,3.2324542e-06
167750,0.0,0.19332857,8.9317155e-06
204761,0.03125,0.42020544,0.58374584
461091,0.041666664,0.53730774,0.08344136
172282,0.0,0.58428055,0.000104548286
188980,0.0,0.38801137,0.03309439
379458,0.0,0.25705466,0.1540133
144635,0.0,0.61731404,0.054323703
415224,0.0,0.42816615,3.6822694e-05
240248,0.0,0.934183,0.00022661171
234198,0.0,0.011990509,2.8895369e-05
103956,0.0,0.004793839,1.1712472e-05
44518,0.0,0.7731152,3.4239995e-06
316373,0.0,0.4647604,0.056041274
114781,0.0,0.8187491,5.179867e-05
407343,0.0,0.2999604,0.17928989
353910,0.020833334,0.26948342,0.044298064
425228,0.0,0.79072434,1.5194819e-05
11316,0.0,0.6911248,0.26995426
420960,0.0,0.23217674,3.7470047e-05
345807,0.010416666,0.27804294,0.097862154
183411,0.0,0.6260676,0.03400215
185932,0.0,0.46125513,0.07669598
444593,0.010416666,0.36093986,0.0127436705
182099,0.0,0.2133865,0.009242344
385857,0.26041666,0.90055066,0.16477619
114840,0.0,0.06896799,0.00028729383
263258,0.0,0.98692876,0.000101285135
248614,0.0,0.15324701,0.0047269813
442159,0.0,0.22157893,0.2297619
164863,0.0,0.5973024,0.14066704
152800,0.0,0.61250275,5.2672356e-05
176256,0.041666664,0.6011955,0.23861635
88353,0.0,0.030121738,0.0060847737
286620,0.010416666,0.6252936,0.3302817
163210,0.0,0.5572954,4.737162e-05
75466,0.010416666,0.69795805,0.002479843
303828,0.010416666,0.40889946,0.029042315
34926,0.0,0.7367682,0.0002435827
44795,0.0,0.8101019,0.061559387
190172,0.0,0.67905146,0.00019262802
271151,0.0,0.9576263,0.049408317
97890,0.0,0.23201653,1.0128452e-05
66860,0.0,0.48372653,2.1112926e-05
62120,0.0,0.0643123,1.8233766e-05
386278,0.0,0.45198157,0.0039962647
278050,0.010416666,0.3379932,0.028889285
295066,0.0,0.5641247,0.0015045356
110376,0.0,0.9315187,0.015625026
180751,0.0,0.46510893,8.905486e-06
457464,0.020833334,0.8273664,0.01897062
369447,0.0,0.08561306,1.7973078e-05
458803,0.0,0.22381045,4.427888e-05
367740,0.0,0.07680527,7.496685e-06
63119,0.0,0.10842709,8.780585e-06
31331,0.0,0.11186776,1.80126e-07
379935,0.0,0.112103336,7.250504e-05
73913,0.0,0.33399612,4.894297e-05
228644,0.0,0.8840377,3.8029248e-05
30024,0.0,0.25613767,0.036037073
292072,0.0,0.17410292,0.20042813
412905,0.03125,0.17345485,0.3472161
291877,0.052083336,0.35281003,0.31563634
357188,0.0,0.34141785,0.038458824
190034,0.03125,0.2361621,0.4791737
228066,0.03125,0.2361621,0.4791737
441782,0.010416666,0.16969682,0.0052658226
39027,0.0,0.49688038,0.00073631183
6605,0.0,0.7419095,0.5015922
240170,0.0,0.5563248,0.0
240088,0.010416666,0.37726557,0.7840117
407485,0.0,0.06817726,0.053625304
141157,0.0,0.76749885,8.550989e-05
303637,0.0,0.68022245,0.00015880876
366809,0.0,0.33970502,0.00030500468
15948,0.0,1.0,1.4666217e-05
286481,0.0,0.48737374,0.6378428
279585,0.13541667,0.48362726,0.8715302
385708,0.0,0.31675193,3.54246e-05
163990,0.0,0.023066062,0.0041531012
80435,0.0,0.57892233,0.018950943
351264,0.0,0.47726724,0.067351125
420271,0.0,0.7518529,3.6658628e-06
189444,0.0,0.4094317,0.6169302
46156,0.0,0.64464533,5.555116e-05
123629,0.0,0.3496489,0.050359678
428326,0.0,0.06632848,1.3889062e-06
50186,0.0,0.78988856,0.024158228
26210,0.0,0.33049136,2.9545125e-05
193623,0.0,0.3651492,0.08661762
134620,0.0,0.26096117,3.276839e-05
168661,0.0,0.671338,1.8979517e-05
210984,1.0,0.6124109,0.75060445
320829,1.0,0.6124109,0.75060445
443300,1.0,0.6124109,0.75060445
26210,0.0,0.07946256,6.599802e-06
208939,0.0,0.6282298,0.016003707
267815,0.03125,0.38353506,0.1082594
55409,0.0,0.77667093,0.00013915531
413649,0.0,0.021181501,5.1895557e-05
450082,0.010416666,0.9424583,0.069013335
221980,0.28125,0.19994146,0.33934918
267641,0.0,0.12097234,0.0005427101
61303,0.0,0.86384845,3.0303903e-05
288175,0.0,0.42404118,0.007637197
414460,0.0,0.25365284,0.08466706
220513,0.0,0.33932334,0.26459485
267236,0.0,0.71152943,0.022612125
355325,0.010416666,0.14326248,0.11488279
78887,0.0,0.6859662,0.039023664
216008,0.0,0.9474816,0.02629985
213102,0.0,0.2937437,0.2043222
200242,0.0,0.17921151,4.5436536e-06
206765,0.0,0.198164,0.030833667
240265,0.0,0.77296776,6.417517e-05
141241,0.0,0.12562262,0.009174752
211418,0.0,0.3910283,3.634932e-05
406714,0.0,0.7756379,0.00068970275
423596,0.0,0.28022942,1.9341908e-06
17756,0.0,0.1231432,7.1421427e-06
168697,0.0,0.13489652,0.0015960311
278676,0.0,0.45593527,0.26233014
164828,0.0,0.5385199,0.010128883
374759,0.0,0.69570565,0.00013234344
165302,0.0,0.039563835,0.006381924
354023,0.0,0.071215786,9.643476e-06
364731,0.0,0.113419816,1.2152839e-05
332569,0.0,0.9664152,0.02497524
447661,0.0,0.8759518,6.226855e-05
12829,0.0,0.22572947,0.020063834
322920,0.0,0.17465457,0.006154633
421884,0.03125,0.16557063,0.011199203
425228,0.0,0.7947556,2.8814804e-06
310514,0.0,0.48435485,3.6823767e-05
413901,0.010416666,0.74156684,0.35354954
89333,0.0,0.07200964,0.010589419
237587,0.0,0.67259973,4.908197e-05
236180,0.0,0.8975424,0.00021654544
242428,0.0,0.18637286,0.32675
342108,0.0,0.6093873,0.00031692407
73564,0.0,0.34337923,3.656406e-06
268883,0.0,0.86329705,4.6280606e-05
395170,0.0,0.9544522,8.854661e-05
210524,0.13541667,0.6342739,0.04098449
398579,0.0,0.3654158,0.12208069
83833,0.35416666,0.5309378,0.24011934
403965,0.020833334,0.56978375,0.25356537
108822,0.0,0.5161733,0.79231435
124264,0.0,0.3764787,1.1727281e-05
379650,0.0,0.10162072,4.583328e-05
231478,0.010416666,0.108516656,0.03375366
415781,0.0,0.71158105,0.0071758577
280571,0.0,0.36701092,1.7093056e-05
445351,0.0,0.60683024,1.5037265e-06
274242,0.0,0.06995074,2.045086e-05
158498,0.072916664,0.661697,0.20815758
408907,0.072916664,0.661697,0.20815758
138427,0.0,0.8439877,0.054561563
441645,0.020833334,0.48633096,0.19455433
277762,0.0,0.36203507,0.0014691281
428556,0.0,0.7482698,0.0077364864
330469,0.0,0.6796825,4.255354e-05
86315,0.0,0.68076366,0.078853
283981,0.0,0.7357659,0.0005116839
290172,0.010416666,0.34045625,0.116428904
237217,0.0,0.2705546,0.004176556
338308,0.0,0.012885069,1.4274468e-09
75779,0.0,0.9547972,0.027202763
163174,0.0,0.23753276,5.2313266e-05
263245,0.010416666,0.873215,0.013787762
444323,0.0,0.3250787,0.0014131103
457045,0.0,0.6378391,0.33897865
227667,0.0,0.30421978,0.0031169625
316753,0.0,0.41792536,1.6073055e-06
88453,0.0,0.036314573,0.00075910846
340749,0.010416666,0.31671357,0.015404671
391917,0.0,0.174692,2.2051829e-05
8497,0.0,0.6931609,0.03268819
